store_id,product_family,date,sales
1,A,2020-04-24,89
1,A,2020-04-25,96
1,A,2020-04-26,90
1,A,2020-04-27,72
1,A,2020-04-28,106
1,A,2020-04-29,100
1,A,2020-04-30,99
1,A,2020-05-01,73
1,A,2020-05-02,107
1,A,2020-05-03,64
1,A,2020-05-04,93
1,A,2020-05-05,116
1,A,2020-05-06,67
1,A,2020-05-07,73
1,A,2020-05-08,82
1,A,2020-05-09,72
1,A,2020-05-10,55
1,A,2020-05-11,78
1,A,2020-05-12,60
1,A,2020-05-13,82
1,A,2020-05-14,60
1,A,2020-05-15,96
1,A,2020-05-16,60
1,A,2020-05-17,65
1,A,2020-05-18,81
1,A,2020-05-19,49
1,A,2020-05-20,70
1,A,2020-05-21,85
1,A,2020-05-22,40
1,A,2020-05-23,65
1,A,2020-05-24,65
1,A,2020-05-25,71
1,A,2020-05-26,40
1,A,2020-05-27,37
1,A,2020-05-28,63
1,A,2020-05-29,58
1,A,2020-05-30,56
1,A,2020-05-31,56
1,A,2020-06-01,39
1,A,2020-06-02,52
1,A,2020-06-03,51
1,A,2020-06-04,34
1,A,2020-06-05,72
1,A,2020-06-06,49
1,A,2020-06-07,23
1,A,2020-06-08,49
1,A,2020-06-09,23
1,A,2020-06-10,47
1,A,2020-06-11,51
1,A,2020-06-12,20
1,A,2020-06-13,45
1,A,2020-06-14,35
1,A,2020-06-15,40
1,A,2020-06-16,54
1,A,2020-06-17,21
1,A,2020-06-18,11
1,A,2020-06-19,8
1,A,2020-06-20,7
1,A,2020-06-21,16
1,A,2020-06-22,21
1,A,2020-06-23,18
1,A,2020-06-24,25
1,A,2020-06-25,11
1,A,2020-06-26,31
1,A,2020-06-27,3
1,A,2020-06-28,46
1,A,2020-06-29,13
1,A,2020-06-30,0
1,A,2020-07-01,0
1,A,2020-07-02,6
1,A,2020-07-03,0
1,A,2020-07-04,6
1,A,2020-07-05,1
1,A,2020-07-06,0
1,A,2020-07-07,0
1,A,2020-07-08,0
1,A,2020-07-09,0
1,A,2020-07-10,0
1,A,2020-07-11,0
1,A,2020-07-12,0
1,A,2020-07-13,0
1,A,2020-07-14,0
1,A,2020-07-15,0
1,A,2020-07-16,0
1,A,2020-07-17,0
1,A,2020-07-18,0
1,A,2020-07-19,0
1,A,2020-07-20,0
1,A,2020-07-21,0
1,A,2020-07-22,0
1,A,2020-07-23,0
1,A,2020-07-24,0
1,A,2020-07-25,0
1,A,2020-07-26,0
1,A,2020-07-27,0
1,A,2020-07-28,13
1,A,2020-07-29,0
1,A,2020-07-30,0
1,A,2020-07-31,0
1,A,2020-08-01,0
1,A,2020-08-02,0
1,A,2020-08-03,0
1,A,2020-08-04,0
1,A,2020-08-05,0
1,A,2020-08-06,0
1,A,2020-08-07,0
1,A,2020-08-08,0
1,A,2020-08-09,0
1,A,2020-08-10,0
1,A,2020-08-11,0
1,A,2020-08-12,0
1,A,2020-08-13,0
1,A,2020-08-14,0
1,A,2020-08-15,0
1,A,2020-08-16,0
1,A,2020-08-17,0
1,A,2020-08-18,0
1,A,2020-08-19,0
1,A,2020-08-20,0
1,A,2020-08-21,0
1,A,2020-08-22,0
1,A,2020-08-23,0
1,A,2020-08-24,0
1,A,2020-08-25,0
1,A,2020-08-26,0
1,A,2020-08-27,0
1,A,2020-08-28,0
1,A,2020-08-29,0
1,A,2020-08-30,0
1,A,2020-08-31,0
1,A,2020-09-01,0
1,A,2020-09-02,0
1,A,2020-09-03,0
1,A,2020-09-04,0
1,A,2020-09-05,0
1,A,2020-09-06,0
1,A,2020-09-07,0
1,A,2020-09-08,0
1,A,2020-09-09,0
1,A,2020-09-10,0
1,A,2020-09-11,0
1,A,2020-09-12,0
1,A,2020-09-13,0
1,A,2020-09-14,0
1,A,2020-09-15,0
1,A,2020-09-16,0
1,A,2020-09-17,0
1,A,2020-09-18,0
1,A,2020-09-19,0
1,A,2020-09-20,0
1,A,2020-09-21,0
1,A,2020-09-22,0
1,A,2020-09-23,0
1,A,2020-09-24,0
1,A,2020-09-25,0
1,A,2020-09-26,0
1,A,2020-09-27,0
1,A,2020-09-28,0
1,A,2020-09-29,0
1,A,2020-09-30,0
1,A,2020-10-01,0
1,A,2020-10-02,0
1,A,2020-10-03,0
1,A,2020-10-04,0
1,A,2020-10-05,0
1,A,2020-10-06,0
1,A,2020-10-07,0
1,A,2020-10-08,0
1,A,2020-10-09,0
1,A,2020-10-10,0
1,A,2020-10-11,0
1,A,2020-10-12,0
1,A,2020-10-13,0
1,A,2020-10-14,0
1,A,2020-10-15,0
1,A,2020-10-16,0
1,A,2020-10-17,0
1,A,2020-10-18,0
1,A,2020-10-19,0
1,A,2020-10-20,0
1,A,2020-10-21,0
1,A,2020-10-22,0
1,A,2020-10-23,0
1,A,2020-10-24,0
1,A,2020-10-25,0
1,A,2020-10-26,0
1,A,2020-10-27,0
1,A,2020-10-28,0
1,A,2020-10-29,0
1,A,2020-10-30,0
1,A,2020-10-31,0
1,A,2020-11-01,0
1,A,2020-11-02,0
1,A,2020-11-03,0
1,A,2020-11-04,0
1,A,2020-11-05,0
1,A,2020-11-06,0
1,A,2020-11-07,0
1,A,2020-11-08,0
1,A,2020-11-09,0
1,A,2020-11-10,0
1,A,2020-11-11,0
1,A,2020-11-12,0
1,A,2020-11-13,0
1,A,2020-11-14,0
1,A,2020-11-15,0
1,A,2020-11-16,0
1,A,2020-11-17,0
1,A,2020-11-18,0
1,A,2020-11-19,0
1,A,2020-11-20,0
1,A,2020-11-21,0
1,A,2020-11-22,0
1,A,2020-11-23,0
1,A,2020-11-24,0
1,A,2020-11-25,0
1,A,2020-11-26,0
1,A,2020-11-27,0
1,A,2020-11-28,0
1,A,2020-11-29,0
1,A,2020-11-30,0
1,A,2020-12-01,0
1,A,2020-12-02,0
1,A,2020-12-03,0
1,A,2020-12-04,0
1,A,2020-12-05,0
1,A,2020-12-06,0
1,A,2020-12-07,0
1,A,2020-12-08,0
1,A,2020-12-09,0
1,A,2020-12-10,0
1,A,2020-12-11,0
1,A,2020-12-12,0
1,A,2020-12-13,0
1,A,2020-12-14,0
1,A,2020-12-15,0
1,A,2020-12-16,0
1,A,2020-12-17,0
1,A,2020-12-18,0
1,A,2020-12-19,0
1,A,2020-12-20,0
1,A,2020-12-21,0
1,A,2020-12-22,0
1,A,2020-12-23,0
1,A,2020-12-24,0
1,A,2020-12-25,0
1,A,2020-12-26,0
1,A,2020-12-27,16
1,A,2020-12-28,0
1,A,2020-12-29,2
1,A,2020-12-30,8
1,A,2020-12-31,0
1,A,2021-01-01,3
1,A,2021-01-02,1
1,A,2021-01-03,4
1,A,2021-01-04,0
1,A,2021-01-05,7
1,A,2021-01-06,16
1,A,2021-01-07,32
1,A,2021-01-08,26
1,A,2021-01-09,46
1,A,2021-01-10,3
1,A,2021-01-11,30
1,A,2021-01-12,21
1,A,2021-01-13,53
1,A,2021-01-14,10
1,A,2021-01-15,11
1,A,2021-01-16,16
1,A,2021-01-17,0
1,A,2021-01-18,20
1,A,2021-01-19,19
1,A,2021-01-20,34
1,A,2021-01-21,38
1,A,2021-01-22,63
1,A,2021-01-23,51
1,A,2021-01-24,29
1,A,2021-01-25,26
1,A,2021-01-26,49
1,A,2021-01-27,23
1,A,2021-01-28,72
1,A,2021-01-29,64
1,A,2021-01-30,40
1,A,2021-01-31,23
1,A,2021-02-01,71
1,A,2021-02-02,50
1,A,2021-02-03,72
1,A,2021-02-04,31
1,A,2021-02-05,47
1,A,2021-02-06,58
1,A,2021-02-07,60
1,A,2021-02-08,54
1,A,2021-02-09,71
1,A,2021-02-10,47
1,A,2021-02-11,62
1,A,2021-02-12,67
1,A,2021-02-13,75
1,A,2021-02-14,79
1,A,2021-02-15,53
1,A,2021-02-16,48
1,A,2021-02-17,91
1,A,2021-02-18,78
1,A,2021-02-19,63
1,A,2021-02-20,99
1,A,2021-02-21,78
1,A,2021-02-22,95
1,A,2021-02-23,80
1,A,2021-02-24,111
1,A,2021-02-25,107
1,A,2021-02-26,78
1,A,2021-02-27,97
1,A,2021-02-28,93
1,A,2021-03-01,105
1,A,2021-03-02,71
1,A,2021-03-03,97
1,A,2021-03-04,103
1,A,2021-03-05,62
1,A,2021-03-06,71
1,A,2021-03-07,59
1,A,2021-03-08,86
1,A,2021-03-09,102
1,A,2021-03-10,114
1,A,2021-03-11,93
1,A,2021-03-12,117
1,A,2021-03-13,73
1,A,2021-03-14,69
1,A,2021-03-15,94
1,A,2021-03-16,101
1,A,2021-03-17,95
1,A,2021-03-18,65
1,A,2021-03-19,95
1,A,2021-03-20,77
1,A,2021-03-21,107
1,A,2021-03-22,103
1,A,2021-03-23,84
1,A,2021-03-24,91
1,A,2021-03-25,83
1,A,2021-03-26,98
1,A,2021-03-27,113
1,A,2021-03-28,84
1,A,2021-03-29,107
1,A,2021-03-30,91
1,A,2021-03-31,88
1,A,2021-04-01,98
1,A,2021-04-02,84
1,A,2021-04-03,91
1,A,2021-04-04,81
1,A,2021-04-05,129
1,A,2021-04-06,100
1,A,2021-04-07,89
1,A,2021-04-08,102
1,A,2021-04-09,97
1,A,2021-04-10,95
1,A,2021-04-11,108
1,A,2021-04-12,109
1,A,2021-04-13,90
1,A,2021-04-14,89
1,A,2021-04-15,93
1,A,2021-04-16,62
1,A,2021-04-17,74
1,A,2021-04-18,116
1,A,2021-04-19,120
1,A,2021-04-20,91
1,A,2021-04-21,103
1,A,2021-04-22,98
1,A,2021-04-23,139
1,A,2021-04-24,109
1,A,2021-04-25,90
1,A,2021-04-26,77
1,A,2021-04-27,66
1,A,2021-04-28,93
1,A,2021-04-29,78
1,A,2021-04-30,67
1,A,2021-05-01,78
1,A,2021-05-02,70
1,A,2021-05-03,111
1,A,2021-05-04,98
1,A,2021-05-05,84
1,A,2021-05-06,105
1,A,2021-05-07,83
1,A,2021-05-08,68
1,A,2021-05-09,103
1,A,2021-05-10,87
1,A,2021-05-11,63
1,A,2021-05-12,74
1,A,2021-05-13,63
1,A,2021-05-14,54
1,A,2021-05-15,88
1,A,2021-05-16,101
1,A,2021-05-17,50
1,A,2021-05-18,79
1,A,2021-05-19,59
1,A,2021-05-20,60
1,A,2021-05-21,57
1,A,2021-05-22,52
1,A,2021-05-23,64
1,A,2021-05-24,50
1,A,2021-05-25,65
1,A,2021-05-26,59
1,A,2021-05-27,55
1,A,2021-05-28,43
1,A,2021-05-29,47
1,A,2021-05-30,65
1,A,2021-05-31,60
1,A,2021-06-01,36
1,A,2021-06-02,51
1,A,2021-06-03,59
1,A,2021-06-04,22
1,A,2021-06-05,53
1,A,2021-06-06,34
1,A,2021-06-07,51
1,A,2021-06-08,29
1,A,2021-06-09,12
1,A,2021-06-10,13
1,A,2021-06-11,36
1,A,2021-06-12,38
1,A,2021-06-13,19
1,A,2021-06-14,40
1,A,2021-06-15,4
1,A,2021-06-16,27
1,A,2021-06-17,8
1,A,2021-06-18,14
1,A,2021-06-19,23
1,A,2021-06-20,8
1,A,2021-06-21,13
1,A,2021-06-22,33
1,A,2021-06-23,7
1,A,2021-06-24,27
1,A,2021-06-25,0
1,A,2021-06-26,19
1,A,2021-06-27,31
1,A,2021-06-28,0
1,A,2021-06-29,0
1,A,2021-06-30,12
1,A,2021-07-01,0
1,A,2021-07-02,6
1,A,2021-07-03,0
1,A,2021-07-04,0
1,A,2021-07-05,0
1,A,2021-07-06,11
1,A,2021-07-07,0
1,A,2021-07-08,0
1,A,2021-07-09,0
1,A,2021-07-10,0
1,A,2021-07-11,0
1,A,2021-07-12,0
1,A,2021-07-13,0
1,A,2021-07-14,0
1,A,2021-07-15,9
1,A,2021-07-16,0
1,A,2021-07-17,0
1,A,2021-07-18,0
1,A,2021-07-19,0
1,A,2021-07-20,0
1,A,2021-07-21,0
1,A,2021-07-22,0
1,A,2021-07-23,0
1,A,2021-07-24,0
1,A,2021-07-25,0
1,A,2021-07-26,0
1,A,2021-07-27,0
1,A,2021-07-28,0
1,A,2021-07-29,0
1,A,2021-07-30,0
1,A,2021-07-31,0
1,A,2021-08-01,0
1,A,2021-08-02,0
1,A,2021-08-03,0
1,A,2021-08-04,0
1,A,2021-08-05,0
1,A,2021-08-06,0
1,A,2021-08-07,0
1,A,2021-08-08,0
1,A,2021-08-09,0
1,A,2021-08-10,0
1,A,2021-08-11,0
1,A,2021-08-12,0
1,A,2021-08-13,0
1,A,2021-08-14,0
1,A,2021-08-15,0
1,A,2021-08-16,0
1,A,2021-08-17,0
1,A,2021-08-18,0
1,A,2021-08-19,0
1,A,2021-08-20,0
1,A,2021-08-21,0
1,A,2021-08-22,0
1,A,2021-08-23,0
1,A,2021-08-24,0
1,A,2021-08-25,0
1,A,2021-08-26,0
1,A,2021-08-27,0
1,A,2021-08-28,0
1,A,2021-08-29,0
1,A,2021-08-30,0
1,A,2021-08-31,0
1,A,2021-09-01,0
1,A,2021-09-02,0
1,A,2021-09-03,0
1,A,2021-09-04,0
1,A,2021-09-05,0
1,A,2021-09-06,0
1,A,2021-09-07,0
1,A,2021-09-08,0
1,A,2021-09-09,0
1,A,2021-09-10,0
1,A,2021-09-11,0
1,A,2021-09-12,0
1,A,2021-09-13,0
1,A,2021-09-14,0
1,A,2021-09-15,0
1,A,2021-09-16,0
1,A,2021-09-17,0
1,A,2021-09-18,0
1,A,2021-09-19,0
1,A,2021-09-20,0
1,A,2021-09-21,0
1,A,2021-09-22,0
1,A,2021-09-23,0
1,A,2021-09-24,0
1,A,2021-09-25,0
1,A,2021-09-26,0
1,A,2021-09-27,0
1,A,2021-09-28,0
1,A,2021-09-29,0
1,A,2021-09-30,0
1,A,2021-10-01,0
1,A,2021-10-02,0
1,A,2021-10-03,0
1,A,2021-10-04,0
1,A,2021-10-05,0
1,A,2021-10-06,0
1,A,2021-10-07,0
1,A,2021-10-08,0
1,A,2021-10-09,0
1,A,2021-10-10,0
1,A,2021-10-11,0
1,A,2021-10-12,0
1,A,2021-10-13,0
1,A,2021-10-14,0
1,A,2021-10-15,0
1,A,2021-10-16,0
1,A,2021-10-17,0
1,A,2021-10-18,0
1,A,2021-10-19,0
1,A,2021-10-20,0
1,A,2021-10-21,0
1,A,2021-10-22,0
1,A,2021-10-23,0
1,A,2021-10-24,0
1,A,2021-10-25,0
1,A,2021-10-26,0
1,A,2021-10-27,0
1,A,2021-10-28,0
1,A,2021-10-29,0
1,A,2021-10-30,0
1,A,2021-10-31,0
1,A,2021-11-01,0
1,A,2021-11-02,0
1,A,2021-11-03,0
1,A,2021-11-04,0
1,A,2021-11-05,0
1,A,2021-11-06,0
1,A,2021-11-07,0
1,A,2021-11-08,0
1,A,2021-11-09,0
1,A,2021-11-10,0
1,A,2021-11-11,0
1,A,2021-11-12,0
1,A,2021-11-13,0
1,A,2021-11-14,0
1,A,2021-11-15,0
1,A,2021-11-16,0
1,A,2021-11-17,0
1,A,2021-11-18,0
1,A,2021-11-19,0
1,A,2021-11-20,0
1,A,2021-11-21,0
1,A,2021-11-22,0
1,A,2021-11-23,0
1,A,2021-11-24,0
1,A,2021-11-25,0
1,A,2021-11-26,0
1,A,2021-11-27,0
1,A,2021-11-28,0
1,A,2021-11-29,0
1,A,2021-11-30,0
1,A,2021-12-01,0
1,A,2021-12-02,0
1,A,2021-12-03,0
1,A,2021-12-04,0
1,A,2021-12-05,0
1,A,2021-12-06,0
1,A,2021-12-07,0
1,A,2021-12-08,0
1,A,2021-12-09,0
1,A,2021-12-10,0
1,A,2021-12-11,0
1,A,2021-12-12,0
1,A,2021-12-13,0
1,A,2021-12-14,0
1,A,2021-12-15,0
1,A,2021-12-16,0
1,A,2021-12-17,0
1,A,2021-12-18,0
1,A,2021-12-19,0
1,A,2021-12-20,0
1,A,2021-12-21,0
1,A,2021-12-22,0
1,A,2021-12-23,0
1,A,2021-12-24,0
1,A,2021-12-25,0
1,A,2021-12-26,0
1,A,2021-12-27,0
1,A,2021-12-28,0
1,A,2021-12-29,0
1,A,2021-12-30,0
1,A,2021-12-31,1
1,B,2020-01-01,0
1,B,2020-01-02,7
1,B,2020-01-03,0
1,B,2020-01-04,20
1,B,2020-01-05,13
1,B,2020-01-06,12
1,B,2020-01-07,25
1,B,2020-01-08,37
1,B,2020-01-09,28
1,B,2020-01-10,0
1,B,2020-01-11,0
1,B,2020-01-12,9
1,B,2020-01-13,20
1,B,2020-01-14,29
1,B,2020-01-15,12
1,B,2020-01-16,28
1,B,2020-01-17,15
1,B,2020-01-18,19
1,B,2020-01-19,9
1,B,2020-01-20,18
1,B,2020-01-21,13
1,B,2020-01-22,20
1,B,2020-01-23,52
1,B,2020-01-24,24
1,B,2020-01-25,79
1,B,2020-01-26,49
1,B,2020-01-27,46
1,B,2020-01-28,31
1,B,2020-01-29,56
1,B,2020-01-30,39
1,B,2020-01-31,51
1,B,2020-02-01,89
1,B,2020-02-02,50
1,B,2020-02-03,71
1,B,2020-02-04,44
1,B,2020-02-05,56
1,B,2020-02-06,84
1,B,2020-02-07,50
1,B,2020-02-08,88
1,B,2020-02-09,72
1,B,2020-02-10,55
1,B,2020-02-11,74
1,B,2020-02-12,80
1,B,2020-02-13,76
1,B,2020-02-14,45
1,B,2020-02-15,59
1,B,2020-02-16,67
1,B,2020-02-17,71
1,B,2020-02-18,82
1,B,2020-02-19,77
1,B,2020-02-20,55
1,B,2020-02-21,82
1,B,2020-02-22,87
1,B,2020-02-23,87
1,B,2020-02-24,96
1,B,2020-02-25,93
1,B,2020-02-26,89
1,B,2020-02-27,82
1,B,2020-02-28,59
1,B,2020-02-29,91
1,B,2020-03-01,88
1,B,2020-03-02,90
1,B,2020-03-03,68
1,B,2020-03-04,72
1,B,2020-03-05,104
1,B,2020-03-06,89
1,B,2020-03-07,100
1,B,2020-03-08,91
1,B,2020-03-09,92
1,B,2020-03-10,106
1,B,2020-03-11,85
1,B,2020-03-12,95
1,B,2020-03-13,87
1,B,2020-03-14,88
1,B,2020-03-15,90
1,B,2020-03-16,99
1,B,2020-03-17,89
1,B,2020-03-18,115
1,B,2020-03-19,83
1,B,2020-03-20,94
1,B,2020-03-21,91
1,B,2020-03-22,120
1,B,2020-03-23,101
1,B,2020-03-24,114
1,B,2020-03-25,76
1,B,2020-03-26,103
1,B,2020-03-27,112
1,B,2020-03-28,100
1,B,2020-03-29,115
1,B,2020-03-30,92
1,B,2020-03-31,121
1,B,2020-04-01,134
1,B,2020-04-02,94
1,B,2020-04-03,93
1,B,2020-04-04,121
1,B,2020-04-05,123
1,B,2020-04-06,91
1,B,2020-04-07,93
1,B,2020-04-08,95
1,B,2020-04-09,78
1,B,2020-04-10,85
1,B,2020-04-11,83
1,B,2020-04-12,86
1,B,2020-04-13,97
1,B,2020-04-14,101
1,B,2020-04-15,120
1,B,2020-04-16,81
1,B,2020-04-17,111
1,B,2020-04-18,92
1,B,2020-04-19,94
1,B,2020-04-20,104
1,B,2020-04-21,77
1,B,2020-04-22,99
1,B,2020-04-23,95
1,B,2020-04-24,99
1,B,2020-04-25,96
1,B,2020-04-26,127
1,B,2020-04-27,80
1,B,2020-04-28,81
1,B,2020-04-29,79
1,B,2020-04-30,79
1,B,2020-05-01,77
1,B,2020-05-02,104
1,B,2020-05-03,106
1,B,2020-05-04,75
1,B,2020-05-05,71
1,B,2020-05-06,89
1,B,2020-05-07,73
1,B,2020-05-08,90
1,B,2020-05-09,82
1,B,2020-05-10,55
1,B,2020-05-11,100
1,B,2020-05-12,103
1,B,2020-05-13,66
1,B,2020-05-14,68
1,B,2020-05-15,77
1,B,2020-05-16,76
1,B,2020-05-17,80
1,B,2020-05-18,99
1,B,2020-05-19,65
1,B,2020-05-20,54
1,B,2020-05-21,44
1,B,2020-05-22,53
1,B,2020-05-23,62
1,B,2020-05-24,88
1,B,2020-05-25,52
1,B,2020-05-26,62
1,B,2020-05-27,57
1,B,2020-05-28,73
1,B,2020-05-29,92
1,B,2020-05-30,45
1,B,2020-05-31,44
1,B,2020-06-01,65
1,B,2020-06-02,58
1,B,2020-06-03,74
1,B,2020-06-04,54
1,B,2020-06-05,38
1,B,2020-06-06,51
1,B,2020-06-07,57
1,B,2020-06-08,51
1,B,2020-06-09,45
1,B,2020-06-10,52
1,B,2020-06-11,52
1,B,2020-06-12,53
1,B,2020-06-13,41
1,B,2020-06-14,27
1,B,2020-06-15,30
1,B,2020-06-16,44
1,B,2020-06-17,12
1,B,2020-06-18,28
1,B,2020-06-19,15
1,B,2020-06-20,20
1,B,2020-06-21,37
1,B,2020-06-22,19
1,B,2020-06-23,15
1,B,2020-06-24,0
1,B,2020-06-25,22
1,B,2020-06-26,19
1,B,2020-06-27,40
1,B,2020-06-28,1
1,B,2020-06-29,7
1,B,2020-06-30,6
1,B,2020-07-01,24
1,B,2020-07-02,0
1,B,2020-07-03,1
1,B,2020-07-04,4
1,B,2020-07-05,0
1,B,2020-07-06,0
1,B,2020-07-07,0
1,B,2020-07-08,4
1,B,2020-07-09,0
1,B,2020-07-10,0
1,B,2020-07-11,0
1,B,2020-07-12,0
1,B,2020-07-13,0
1,B,2020-07-14,0
1,B,2020-07-15,0
1,B,2020-07-16,0
1,B,2020-07-17,0
1,B,2020-07-18,0
1,B,2020-07-19,0
1,B,2020-07-20,0
1,B,2020-07-21,0
1,B,2020-07-22,0
1,B,2020-07-23,0
1,B,2020-07-24,0
1,B,2020-07-25,0
1,B,2020-07-26,0
1,B,2020-07-27,0
1,B,2020-07-28,0
1,B,2020-07-29,0
1,B,2020-07-30,0
1,B,2020-07-31,0
1,B,2020-08-01,0
1,B,2020-08-02,0
1,B,2020-08-03,0
1,B,2020-08-04,0
1,B,2020-08-05,0
1,B,2020-08-06,0
1,B,2020-08-07,0
1,B,2020-08-08,0
1,B,2020-08-09,0
1,B,2020-08-10,0
1,B,2020-08-11,0
1,B,2020-08-12,0
1,B,2020-08-13,0
1,B,2020-08-14,0
1,B,2020-08-15,0
1,B,2020-08-16,0
1,B,2020-08-17,0
1,B,2020-08-18,0
1,B,2020-08-19,0
1,B,2020-08-20,0
1,B,2020-08-21,0
1,B,2020-08-22,0
1,B,2020-08-23,0
1,B,2020-08-24,0
1,B,2020-08-25,0
1,B,2020-08-26,0
1,B,2020-08-27,0
1,B,2020-08-28,0
1,B,2020-08-29,0
1,B,2020-08-30,0
1,B,2020-08-31,0
1,B,2020-09-01,0
1,B,2020-09-02,0
1,B,2020-09-03,0
1,B,2020-09-04,0
1,B,2020-09-05,0
1,B,2020-09-06,0
1,B,2020-09-07,0
1,B,2020-09-08,0
1,B,2020-09-09,0
1,B,2020-09-10,0
1,B,2020-09-11,0
1,B,2020-09-12,0
1,B,2020-09-13,0
1,B,2020-09-14,0
1,B,2020-09-15,0
1,B,2020-09-16,0
1,B,2020-09-17,0
1,B,2020-09-18,0
1,B,2020-09-19,0
1,B,2020-09-20,0
1,B,2020-09-21,0
1,B,2020-09-22,0
1,B,2020-09-23,0
1,B,2020-09-24,0
1,B,2020-09-25,0
1,B,2020-09-26,0
1,B,2020-09-27,0
1,B,2020-09-28,0
1,B,2020-09-29,0
1,B,2020-09-30,0
1,B,2020-10-01,0
1,B,2020-10-02,0
1,B,2020-10-03,0
1,B,2020-10-04,0
1,B,2020-10-05,0
1,B,2020-10-06,0
1,B,2020-10-07,0
1,B,2020-10-08,0
1,B,2020-10-09,0
1,B,2020-10-10,0
1,B,2020-10-11,0
1,B,2020-10-12,0
1,B,2020-10-13,0
1,B,2020-10-14,0
1,B,2020-10-15,0
1,B,2020-10-16,0
1,B,2020-10-17,0
1,B,2020-10-18,0
1,B,2020-10-19,0
1,B,2020-10-20,0
1,B,2020-10-21,0
1,B,2020-10-22,0
1,B,2020-10-23,0
1,B,2020-10-24,0
1,B,2020-10-25,0
1,B,2020-10-26,0
1,B,2020-10-27,0
1,B,2020-10-28,0
1,B,2020-10-29,0
1,B,2020-10-30,0
1,B,2020-10-31,0
1,B,2020-11-01,0
1,B,2020-11-02,0
1,B,2020-11-03,0
1,B,2020-11-04,0
1,B,2020-11-05,0
1,B,2020-11-06,0
1,B,2020-11-07,0
1,B,2020-11-08,0
1,B,2020-11-09,0
1,B,2020-11-10,0
1,B,2020-11-11,0
1,B,2020-11-12,0
1,B,2020-11-13,0
1,B,2020-11-14,0
1,B,2020-11-15,0
1,B,2020-11-16,0
1,B,2020-11-17,0
1,B,2020-11-18,0
1,B,2020-11-19,0
1,B,2020-11-20,0
1,B,2020-11-21,0
1,B,2020-11-22,0
1,B,2020-11-23,0
1,B,2020-11-24,0
1,B,2020-11-25,0
1,B,2020-11-26,0
1,B,2020-11-27,0
1,B,2020-11-28,0
1,B,2020-11-29,0
1,B,2020-11-30,0
1,B,2020-12-01,0
1,B,2020-12-02,0
1,B,2020-12-03,0
1,B,2020-12-04,0
1,B,2020-12-05,0
1,B,2020-12-06,0
1,B,2020-12-07,0
1,B,2020-12-08,0
